company,name-origin,ref,review,cacao,location,rating,bean,bean-origin,pur,res
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3.0,Trinitario,Madagascar,INTERMEDIO,Coppeneur&INTERMEDIO&3.0&Germany
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1.0, , ,INTERMEDIO,Cote d' Or (Kraft)&INTERMEDIO&1.0&Belgium
Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea,INTERMEDIO,Cravve&INTERMEDIO&2.5&Australia
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu,ALTO,Cravve&ALTO&2.75&Australia
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania,INTERMEDIO,Cravve&INTERMEDIO&3.25&Australia
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Trinitario,Brazil,INTERMEDIO,Cravve&INTERMEDIO&3.25&Australia
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Trinitario,Fiji,INTERMEDIO,Cravve&INTERMEDIO&3.25&Australia
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu,INTERMEDIO,Cravve&INTERMEDIO&3.25&Australia
Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea,INTERMEDIO,Cravve&INTERMEDIO&3.5&Australia
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador,ALTO,Creo&ALTO&3.25&U.S.A.
Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75,Forastero (Nacional),Ecuador,INTERMEDIO,Creo&INTERMEDIO&3.75&U.S.A.
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75, ,Australia,INTERMEDIO,Daintree&INTERMEDIO&2.75&Australia
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25, ,Australia,INTERMEDIO,Daintree&INTERMEDIO&3.25&Australia
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75, ,Dominican Republic,INTERMEDIO,Dalloway&INTERMEDIO&2.75&U.S.A.
Damson,Robson Estate,1610,2015,70%,U.K.,3.0,Trinitario,Trinidad,INTERMEDIO,Damson&INTERMEDIO&3.0&U.K.
Damson,Los Rios,1610,2015,70%,U.K.,3.5, ,Ecuador,INTERMEDIO,Damson&INTERMEDIO&3.5&U.K.
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25, ,Grenada,INTERMEDIO,Damson&INTERMEDIO&2.25&U.K.
Damson,O'Payo,1666,2015,70%,U.K.,2.75, ,Nicaragua,INTERMEDIO,Damson&INTERMEDIO&2.75&U.K.
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75, , ,INTERMEDIO,Dandelion&INTERMEDIO&3.75&U.S.A.
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3.0,Trinitario,Belize,INTERMEDIO,Dandelion&INTERMEDIO&3.0&U.S.A.
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Trinitario,Belize,INTERMEDIO,Dandelion&INTERMEDIO&3.5&U.S.A.
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5, ,Ecuador,INTERMEDIO,Dandelion&INTERMEDIO&3.5&U.S.A.
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75, ,Liberia,INTERMEDIO,Dandelion&INTERMEDIO&2.75&U.S.A.
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75, ,Dominican Republic,INTERMEDIO,Dandelion&INTERMEDIO&3.75&U.S.A.
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela,INTERMEDIO,Dandelion&INTERMEDIO&2.75&U.S.A.
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela,INTERMEDIO,Dandelion&INTERMEDIO&3.25&U.S.A.
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5, ,Venezuela,INTERMEDIO,Dandelion&INTERMEDIO&3.5&U.S.A.
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5, ,Papua New Guinea,INTERMEDIO,Dandelion&INTERMEDIO&3.5&U.S.A.
Dandelion,Upala,805,2012,70%,U.S.A.,3.0, ,Costa Rica,INTERMEDIO,Dandelion&INTERMEDIO&3.0&U.S.A.
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25, ,Colombia,INTERMEDIO,Dandelion&INTERMEDIO&3.25&U.S.A.
Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75, ,Dominican Republic,INTERMEDIO,Dandelion&INTERMEDIO&3.75&U.S.A.
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25, ,Dominican Republic,INTERMEDIO,Dandelion&INTERMEDIO&3.25&U.S.A.
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar,INTERMEDIO,Dandelion&INTERMEDIO&3.25&U.S.A.
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania,INTERMEDIO,Dandelion&INTERMEDIO&3.25&U.S.A.
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25, ,Guatemala,ALTO,Danta&ALTO&3.25&Guatemala
Danta,Chuao,987,2012,75%,Guatemala,3.0,Trinitario,Venezuela,INTERMEDIO,Danta&INTERMEDIO&3.0&Guatemala
Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75, ,Guatemala,INTERMEDIO,Danta&INTERMEDIO&3.75&Guatemala
Danta,Sambirano,987,2012,70%,Guatemala,3.75,Trinitario,Madagascar,INTERMEDIO,Danta&INTERMEDIO&3.75&Guatemala
Danta,Las Acacias E.,987,2012,70%,Guatemala,4.0,Criollo,Guatemala,INTERMEDIO,Danta&INTERMEDIO&4.0&Guatemala
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25, ,Guatemala,INTERMEDIO,Danta&INTERMEDIO&3.25&Guatemala
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5, ,Guatemala,INTERMEDIO,Danta&INTERMEDIO&3.5&Guatemala
Danta,Las Acacias E.,423,2009,75%,Guatemala,3.0,Criollo,Guatemala,INTERMEDIO,Danta&INTERMEDIO&3.0&Guatemala
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala,INTERMEDIO,Danta&INTERMEDIO&3.25&Guatemala
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela,INTERMEDIO,DAR&INTERMEDIO&2.75&U.S.A.
DAR,Vietnam,1920,2016,72%,U.S.A.,3.0,Trinitario,Vietnam,INTERMEDIO,DAR&INTERMEDIO&3.0&U.S.A.
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25, ,"Ecuador, Costa Rica",INTERMEDIO,DAR&INTERMEDIO&3.25&U.S.A.
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25, ,Bolivia,INTERMEDIO,Dark Forest&INTERMEDIO&3.25&U.S.A.
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3.0,Trinitario,Madagascar,INTERMEDIO,Dark Forest&INTERMEDIO&3.0&U.S.A.
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela,INTERMEDIO,Dark Forest&INTERMEDIO&3.25&U.S.A.
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3.0, ,Tanzania,INTERMEDIO,Dark Forest&INTERMEDIO&3.0&U.S.A.
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25, ,Ecuador,INTERMEDIO,Dark Forest&INTERMEDIO&3.25&U.S.A.
Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana,INTERMEDIO,Davis&INTERMEDIO&2.5&U.S.A.
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75, ,Dominican Republic,INTERMEDIO,Davis&INTERMEDIO&2.75&U.S.A.
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela,INTERMEDIO,Davis&INTERMEDIO&2.75&U.S.A.
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa,BAJO,Davis&BAJO&3.25&U.S.A.
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5, ,Brazil,INTERMEDIO,De Mendes&INTERMEDIO&3.5&Brazil
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5, ,Brazil,INTERMEDIO,De Mendes&INTERMEDIO&3.5&Brazil
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda,INTERMEDIO,De Villiers&INTERMEDIO&2.5&South Africa
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3.0, ,Madagascar,INTERMEDIO,De Villiers&INTERMEDIO&3.0&South Africa
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5,Trinitario,Madagascar,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&2.5&U.S.A.
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3.0, ,Costa Rica,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&3.0&U.S.A.
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3.0, ,Ecuador,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&3.0&U.S.A.
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3.0,Forastero,Ghana,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&3.0&U.S.A.
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3.0, ,Papua New Guinea,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&3.0&U.S.A.
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3.0, ,Peru,INTERMEDIO,Dean and Deluca (Belcolade)&INTERMEDIO&3.0&U.S.A.
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3.0, ,Papua New Guinea,INTERMEDIO,Debauve & Gallais (Michel Cluizel)&INTERMEDIO&3.0&France
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75, ,Venezuela,INTERMEDIO,Debauve & Gallais (Michel Cluizel)&INTERMEDIO&3.75&France
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5, ,Tanzania,INTERMEDIO,Desbarres&INTERMEDIO&2.5&Canada
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75, ,Bolivia,ALTO,DeVries&ALTO&2.75&U.S.A.
DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5,Trinitario,Costa Rica,INTERMEDIO,DeVries&INTERMEDIO&3.5&U.S.A.
DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5, ,Dominican Republic,INTERMEDIO,DeVries&INTERMEDIO&3.5&U.S.A.
Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75, ,Guatemala,INTERMEDIO,Dick Taylor&INTERMEDIO&3.75&U.S.A.
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Trinitario,Vietnam,INTERMEDIO,Dick Taylor&INTERMEDIO&3.5&U.S.A.
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75, ,Bolivia,INTERMEDIO,Dick Taylor&INTERMEDIO&3.75&U.S.A.
Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5, ,Dominican Republic,INTERMEDIO,Dick Taylor&INTERMEDIO&3.5&U.S.A.
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25, ,Ecuador,INTERMEDIO,Dick Taylor&INTERMEDIO&3.25&U.S.A.
Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5, ,Ecuador,INTERMEDIO,Dick Taylor&INTERMEDIO&3.5&U.S.A.
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75, ,Bolivia,INTERMEDIO,Dick Taylor&INTERMEDIO&2.75&U.S.A.
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize,INTERMEDIO,Dick Taylor&INTERMEDIO&2.75&U.S.A.
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar,ALTO,Dick Taylor&ALTO&2.75&U.S.A.
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3.0,Trinitario,Madagascar,INTERMEDIO,Dick Taylor&INTERMEDIO&3.0&U.S.A.
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela,INTERMEDIO,Dick Taylor&INTERMEDIO&2.75&U.S.A.
Dick Taylor,La Red,769,2011,74%,U.S.A.,3.0, ,Dominican Republic,INTERMEDIO,Dick Taylor&INTERMEDIO&3.0&U.S.A.
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25, ,Ecuador,INTERMEDIO,Dick Taylor&INTERMEDIO&3.25&U.S.A.
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3.0, ,Venezuela,ALTO,Doble & Bignall&ALTO&3.0&U.K.
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25, ,Panama,INTERMEDIO,Doble & Bignall&INTERMEDIO&3.25&U.K.
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela,INTERMEDIO,Doble & Bignall&INTERMEDIO&3.25&U.K.
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua,INTERMEDIO,Doble & Bignall&INTERMEDIO&3.5&U.K.
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75, ,Hawaii,INTERMEDIO,Dole (Guittard)&INTERMEDIO&3.75&U.S.A.
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3.0,Forastero,West Africa,ALTO,Dolfin (Belcolade)&ALTO&3.0&Belgium
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5, , ,INTERMEDIO,Dolfin (Belcolade)&INTERMEDIO&1.5&Belgium
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75, ,Ecuador,INTERMEDIO,Domori&INTERMEDIO&3.75&Italy
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.75&Italy
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3.0,Criollo,Venezuela,PURO,Domori&PURO&3.0&Italy
Domori,Morogoro,863,2012,70%,Italy,3.5, ,Tanzania,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.75&Italy
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Criollo,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3.0,Trinitario,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.0&Italy
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3.0,Trinitario,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.0&Italy
Domori,Teyuna,272,2008,70%,Italy,3.0, ,Colombia,INTERMEDIO,Domori&INTERMEDIO&3.0&Italy
Domori,Blend No. 1,272,2008,78%,Italy,3.5,Blend, ,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend, ,INTERMEDIO,Domori&INTERMEDIO&3.75&Italy
Domori,Porcelana,111,2007,70%,Italy,4.0,Criollo (Porcelana),Venezuela,INTERMEDIO,Domori&INTERMEDIO&4.0&Italy
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.25&Italy
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.25&Italy
Domori,Madagascar,135,2007,70%,Italy,3.5,Trinitario,Madagascar,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Domori,Madagared,192,2007,70%,Italy,3.5,Criollo,Madagascar,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia,INTERMEDIO,Domori&INTERMEDIO&3.75&Italy
Domori,Ecuador,192,2007,70%,Italy,4.0,Forastero (Arriba),Ecuador,INTERMEDIO,Domori&INTERMEDIO&4.0&Italy
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4.0,Criollo (Ocumare 67),Venezuela,INTERMEDIO,Domori&INTERMEDIO&4.0&Italy
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3.0,Trinitario,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.0&Italy
Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru,INTERMEDIO,Domori&INTERMEDIO&3.25&Italy
Domori,Carenero Superior,87,2006,70%,Italy,3.5,Trinitario,Venezuela,INTERMEDIO,Domori&INTERMEDIO&3.5&Italy
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada,INTERMEDIO,Dormouse&INTERMEDIO&2.75&U.K.
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Trinitario,Venezuela,INTERMEDIO,Dormouse&INTERMEDIO&2.5&U.K.
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia,ALTO,Dormouse&ALTO&2.75&U.K.
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar,INTERMEDIO,Dormouse&INTERMEDIO&2.75&U.K.
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4.0,Criollo,Guatemala,INTERMEDIO,Duffy's&INTERMEDIO&4.0&U.K.
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5,Criollo,Nicaragua,INTERMEDIO,Duffy's&INTERMEDIO&3.5&U.K.
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua,INTERMEDIO,Duffy's&INTERMEDIO&3.75&U.K.
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,INTERMEDIO,Duffy's&INTERMEDIO&3.75&U.K.
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras,INTERMEDIO,Duffy's&INTERMEDIO&3.75&U.K.
Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5, ,Dominican Republic,INTERMEDIO,Duffy's&INTERMEDIO&3.5&U.K.
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3.0, ,Panama,INTERMEDIO,Duffy's&INTERMEDIO&3.0&U.K.
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua,INTERMEDIO,Duffy's&INTERMEDIO&3.25&U.K.
Duffy's,Ocumare,765,2011,71%,U.K.,3.5, ,Venezuela,INTERMEDIO,Duffy's&INTERMEDIO&3.5&U.K.
Duffy's,Panama,516,2010,70%,U.K.,3.5, ,Panama,INTERMEDIO,Duffy's&INTERMEDIO&3.5&U.K.
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75, ,Ecuador,INTERMEDIO,Duffy's&INTERMEDIO&3.75&U.K.
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5, ,Ecuador,INTERMEDIO,Duffy's&INTERMEDIO&2.5&U.K.
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75, ,Peru,INTERMEDIO,Duffy's&INTERMEDIO&3.75&U.K.
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25, ,Dominican Republic,INTERMEDIO,Dulcinea&INTERMEDIO&3.25&U.S.A.
Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar,ALTO,Durand&ALTO&2.75&France
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.5,Forastero (Nacional),Peru,INTERMEDIO,Durci&INTERMEDIO&3.5&U.S.A.
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5,Trinitario,Venezuela,INTERMEDIO,Durci&INTERMEDIO&3.5&U.S.A.
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25, ,Domincan Republic,INTERMEDIO,Durci&INTERMEDIO&3.25&U.S.A.
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela,INTERMEDIO,Durci&INTERMEDIO&3.25&U.S.A.
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4.0, ,Ecuador,INTERMEDIO,Durci&INTERMEDIO&4.0&U.S.A.
East Van Roasters,Peru,1343,2014,70%,Canada,3.25, ,Peru,INTERMEDIO,East Van Roasters&INTERMEDIO&3.25&Canada
East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5,Trinitario,Madagascar,INTERMEDIO,East Van Roasters&INTERMEDIO&3.5&Canada
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75, ,Dominican Republic,INTERMEDIO,East Van Roasters&INTERMEDIO&3.75&Canada
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25, ,Colombia,INTERMEDIO,Eau de Rose&INTERMEDIO&3.25&Canada
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25, ,Colombia,INTERMEDIO,Eau de Rose&INTERMEDIO&3.25&Canada
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru,INTERMEDIO,Eclat (Felchlin)&INTERMEDIO&2.75&U.S.A.
Edelmond,Porcelana,1876,2016,68%,Germany,3.0,Criollo,Venezuela,INTERMEDIO,Edelmond&INTERMEDIO&3.0&Germany
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75, ,Bolivia,INTERMEDIO,El Ceibo&INTERMEDIO&3.75&Bolivia
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75, ,Bolivia,INTERMEDIO,El Ceibo&INTERMEDIO&2.75&Bolivia
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&3.75&Venezuela
El Rey,"Rio Caribe, Cariaco",439,2009,60.5%,Venezuela,2.75,Trinitario,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&2.75&Venezuela
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3.0,Trinitario,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&3.0&Venezuela
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&2.5&Venezuela
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela,BAJO,El Rey&BAJO&2.5&Venezuela
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3.0,Criollo,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&3.0&Venezuela
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela,INTERMEDIO,El Rey&INTERMEDIO&2.75&Venezuela
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia,INTERMEDIO,Emerald Estate&INTERMEDIO&2.75&St. Lucia
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia,INTERMEDIO,Emerald Estate&INTERMEDIO&3.25&St. Lucia
Emily's,Patanemo,1450,2015,79%,Japan,3.0, ,Venezuela,INTERMEDIO,Emily's&INTERMEDIO&3.0&Japan
Emily's,Peru,1454,2015,78%,Japan,3.5,Criollo,Peru,INTERMEDIO,Emily's&INTERMEDIO&3.5&Japan
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25, ,Honduras,INTERMEDIO,ENNA&INTERMEDIO&3.25&U.S.A.
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe,ALTO,Enric Rovira (Claudio Corallo)&ALTO&3.25&Spain
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam,INTERMEDIO,Erithaj (A. Morin)&INTERMEDIO&3.25&France
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3.0,Trinitario,Vietnam,ALTO,Erithaj (A. Morin)&ALTO&3.0&France
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam,INTERMEDIO,Erithaj (A. Morin)&INTERMEDIO&3.25&France
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela,INTERMEDIO,Escazu&INTERMEDIO&2.75&U.S.A.
Escazu,Guapiles,414,2009,65%,U.S.A.,2.0, ,Costa Rica,INTERMEDIO,Escazu&INTERMEDIO&2.0&U.S.A.
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Criollo,Venezuela,ALTO,Escazu&ALTO&3.5&U.S.A.
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75, ,"Cost Rica, Ven",INTERMEDIO,Escazu&INTERMEDIO&2.75&U.S.A.
Escazu,Ocumare,252,2008,72%,U.S.A.,3.0,Criollo,Venezuela,INTERMEDIO,Escazu&INTERMEDIO&3.0&U.S.A.
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5, ,"Peru, Madagascar",BAJO,Ethel's Artisan (Mars)&BAJO&2.5&U.S.A.
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinitario,Trinidad,BAJO,Ethel's Artisan (Mars)&BAJO&2.5&U.S.A.
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela,INTERMEDIO,Ethel's Artisan (Mars)&INTERMEDIO&2.5&U.S.A.
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75, , ,INTERMEDIO,Ethel's Artisan (Mars)&INTERMEDIO&2.75&U.S.A.
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5, ,"Venezuela, Trinidad",INTERMEDIO,Ethel's Artisan (Mars)&INTERMEDIO&2.5&U.S.A.
Ethereal,Belize,1275,2014,80%,U.S.A.,3.0,Trinitario,Belize,ALTO,Ethereal&ALTO&3.0&U.S.A.
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.5, ,Ecuador,ALTO,Ethereal&ALTO&3.5&U.S.A.
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75, ,Dominican Republic,ALTO,Ethereal&ALTO&3.75&U.S.A.
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75, ,Brazil,INTERMEDIO,Fearless (AMMA)&INTERMEDIO&2.75&U.S.A.
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3.0, ,Jamaica,INTERMEDIO,Feitoria Cacao&INTERMEDIO&3.0&Portugal
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5, ,Venezuela,INTERMEDIO,Feitoria Cacao&INTERMEDIO&2.5&Portugal
